period,Day-ahead demand forecast,Demand,Net generation,Total interchange
2022-07-15T01,72621.0,64395.0,64014.0,-382.0
2022-07-15T02,69541.0,61982.0,61431.0,-551.0
2022-07-15T03,66881.0,60113.0,59499.0,-614.0
2022-07-15T04,62597.0,56661.0,56090.0,-571.0
2022-07-15T05,58137.0,52867.0,52245.0,-622.0
2022-07-15T06,51666.0,49449.0,48781.0,-668.0
2022-07-15T07,48860.0,46890.0,46100.0,-790.0
2022-07-15T08,46497.0,45043.0,44265.0,-778.0
2022-07-15T09,45084.0,43813.0,43048.0,-765.0
2022-07-15T10,44651.0,43456.0,42736.0,-720.0
2022-07-15T11,45249.0,44001.0,43285.0,-716.0
2022-07-15T12,46431.0,44891.0,44129.0,-762.0
2022-07-15T13,47767.0,46232.0,45430.0,-804.0
2022-07-15T14,50496.0,49291.0,49025.0,-266.0
2022-07-15T15,54181.0,53088.0,52838.0,-250.0
2022-07-15T16,58508.0,57352.0,57098.0,-253.0
2022-07-15T17,62662.0,61648.0,61149.0,-499.0
2022-07-15T18,66454.0,65254.0,64610.0,-645.0
2022-07-15T19,69548.0,67833.0,67234.0,-599.0
2022-07-15T20,71677.0,69352.0,68545.0,-807.0
2022-07-15T21,72717.0,69661.0,68938.0,-723.0
2022-07-15T22,73301.0,70007.0,69213.0,-794.0
2022-07-15T23,72961.0,69836.0,69022.0,-814.0
2022-07-16T00,71789.0,68375.0,67561.0,-814.0
2022-07-16T01,69965.0,66395.0,65613.0,-782.0
2022-07-16T02,67282.0,63978.0,63217.0,-761.0
2022-07-16T03,65184.0,61901.0,61141.0,-760.0
2022-07-16T04,61711.0,58507.0,57752.0,-755.0
2022-07-16T05,57861.0,55015.0,54330.0,-685.0
2022-07-16T06,53131.0,51802.0,51359.0,-443.0
2022-07-16T07,50334.0,49168.0,48726.0,-442.0
2022-07-16T08,48166.0,47114.0,46696.0,-419.0
2022-07-16T09,46519.0,45945.0,45506.0,-440.0
2022-07-16T10,45387.0,44778.0,44351.0,-429.0
2022-07-16T11,44813.0,44421.0,43974.0,-448.0
2022-07-16T12,44290.0,44275.0,43669.0,-608.0
2022-07-16T13,44744.0,45045.0,44832.0,-327.0
2022-07-16T14,48050.0,48274.0,48073.0,-260.0
2022-07-16T15,52578.0,52423.0,52221.0,-220.0
2022-07-16T16,57327.0,56873.0,56672.0,-204.0
2022-07-16T17,61863.0,61296.0,61069.0,-225.0
2022-07-16T18,65759.0,64886.0,64517.0,-255.0
2022-07-16T19,68881.0,67968.0,67167.0,-744.0
2022-07-16T20,71258.0,70494.0,69680.0,-796.0
2022-07-16T21,72560.0,72270.0,71457.0,-811.0
2022-07-16T22,73031.0,73504.0,72737.0,-768.0
2022-07-16T23,72900.0,73613.0,72798.0,-816.0
2022-07-17T00,71952.0,72592.0,71779.0,-815.0
2022-07-17T01,69914.0,70319.0,69544.0,-777.0
2022-07-17T02,67083.0,67522.0,66791.0,-732.0
2022-07-17T03,64921.0,65294.0,64618.0,-676.0
2022-07-17T04,61768.0,61916.0,61425.0,-492.0
2022-07-17T05,58364.0,58210.0,57771.0,-439.0
2022-07-17T06,54407.0,54800.0,54291.0,-509.0
2022-07-17T07,51760.0,51894.0,51431.0,-464.0
2022-07-17T08,49718.0,49630.0,49162.0,-469.0
2022-07-17T09,48041.0,47894.0,47450.0,-444.0
2022-07-17T10,46749.0,46554.0,46251.0,-305.0
2022-07-17T11,45756.0,45730.0,45682.0,-252.0
2022-07-17T12,44618.0,44943.0,44610.0,-348.0
2022-07-17T13,44748.0,45033.0,44881.0,-178.0
2022-07-17T14,48302.0,47840.0,47641.0,-203.0
2022-07-17T15,53395.0,51943.0,51814.0,-129.0
2022-07-17T16,58678.0,56520.0,56376.0,-142.0
2022-07-17T17,63760.0,61125.0,60996.0,-127.0
2022-07-17T18,68204.0,65449.0,65012.0,-335.0
2022-07-17T19,71648.0,69275.0,68384.0,-825.0
2022-07-17T20,74197.0,72129.0,71246.0,-859.0
2022-07-17T21,75586.0,73999.0,73125.0,-870.0
2022-07-17T22,75981.0,75321.0,74448.0,-873.0
2022-07-17T23,75691.0,75264.0,74401.0,-863.0
2022-07-18T00,74677.0,74013.0,73150.0,-863.0
2022-07-18T01,72477.0,71723.0,70883.0,-840.0
2022-07-18T02,69560.0,69466.0,68741.0,-726.0
2022-07-18T03,67143.0,67594.0,66902.0,-690.0
2022-07-18T04,63337.0,63980.0,63521.0,-457.0
2022-07-18T05,59279.0,59949.0,59452.0,-495.0
2022-07-18T06,57113.0,56228.0,55766.0,-460.0
2022-07-18T07,54190.0,53238.0,52781.0,-456.0
2022-07-18T08,51960.0,50996.0,50689.0,-377.0
2022-07-18T09,50541.0,49439.0,49080.0,-337.0
2022-07-18T10,49896.0,48612.0,48167.0,-399.0
2022-07-18T11,50170.0,48958.0,48491.0,-453.0
2022-07-18T12,50743.0,49490.0,49019.0,-469.0
2022-07-18T13,51325.0,50300.0,50047.0,-336.0
2022-07-18T14,54088.0,53090.0,53021.0,-69.0
2022-07-18T15,58331.0,57045.0,57027.0,-18.0
2022-07-18T16,63232.0,61525.0,61427.0,-98.0
2022-07-18T17,68148.0,66034.0,65475.0,-559.0
2022-07-18T18,72528.0,70392.0,69632.0,-760.0
2022-07-18T19,76075.0,73991.0,73178.0,-813.0
2022-07-18T20,78601.0,76882.0,76068.0,-814.0
2022-07-18T21,79469.0,78434.0,77620.0,-815.0
2022-07-18T22,79443.0,79012.0,78197.0,-815.0
2022-07-18T23,79102.0,79026.0,78212.0,-815.0
2022-07-19T00,78285.0,77935.0,77153.0,-783.0
2022-07-19T01,76455.0,75385.0,74595.0,-790.0
2022-07-19T02,73531.0,72750.0,71966.0,-784.0
2022-07-19T03,70889.0,70626.0,69900.0,-726.0
2022-07-19T04,66722.0,66656.0,65935.0,-721.0
2022-07-19T05,62374.0,62198.0,61678.0,-520.0
2022-07-19T06,58775.0,58510.0,57878.0,-632.0
2022-07-19T07,55642.0,55557.0,54989.0,-568.0
2022-07-19T08,53173.0,53233.0,52709.0,-523.0
2022-07-19T09,51577.0,51709.0,51212.0,-497.0
2022-07-19T10,50732.0,51061.0,50546.0,-516.0
2022-07-19T11,50946.0,51183.0,50732.0,-451.0
2022-07-19T12,51584.0,51731.0,51076.0,-654.0
2022-07-19T13,52223.0,52517.0,52169.0,-348.0
2022-07-19T14,54990.0,55246.0,55151.0,-96.0
2022-07-19T15,59244.0,59289.0,59284.0,-5.0
2022-07-19T16,64056.0,63603.0,63598.0,-6.0
2022-07-19T17,68962.0,67945.0,68033.0,88.0
2022-07-19T18,73421.0,72228.0,71941.0,-286.0
2022-07-19T19,77091.0,76045.0,75827.0,-218.0
2022-07-19T20,79680.0,78716.0,78489.0,-227.0
2022-07-19T21,80770.0,79261.0,78905.0,-356.0
2022-07-19T22,81138.0,79625.0,79406.0,-218.0
2022-07-19T23,81056.0,79404.0,79204.0,-200.0
2022-07-20T00,80310.0,78559.0,78256.0,-303.0
2022-07-20T01,78360.0,76586.0,76048.0,-538.0
2022-07-20T02,75250.0,73932.0,73431.0,-501.0
2022-07-20T03,72432.0,71488.0,70923.0,-564.0
2022-07-20T04,67989.0,67629.0,67150.0,-478.0
2022-07-20T05,63585.0,63384.0,62844.0,-538.0
2022-07-20T06,59498.0,59720.0,59580.0,-141.0
2022-07-20T07,56164.0,56819.0,56690.0,-128.0
2022-07-20T08,53595.0,54644.0,54515.0,-128.0
2022-07-20T09,52068.0,53015.0,52887.0,-129.0
2022-07-20T10,51305.0,51970.0,51819.0,-151.0
2022-07-20T11,51568.0,51886.0,51589.0,-297.0
2022-07-20T12,52257.0,52327.0,51986.0,-341.0
2022-07-20T13,52835.0,53112.0,52845.0,-267.0
2022-07-20T14,55570.0,55615.0,55557.0,-59.0
2022-07-20T15,59876.0,59267.0,59214.0,-53.0
2022-07-20T16,64898.0,63779.0,63607.0,-172.0
2022-07-20T17,69970.0,68505.0,68322.0,-183.0
2022-07-20T18,74434.0,72629.0,71883.0,-746.0
2022-07-20T19,78013.0,76135.0,75322.0,-812.0
2022-07-20T20,80535.0,78429.0,77614.0,-814.0
2022-07-20T21,81451.0,79400.0,78585.0,-814.0
2022-07-20T22,81476.0,79830.0,79015.0,-814.0
2022-07-20T23,80955.0,79677.0,78862.0,-814.0
2022-07-21T00,79791.0,78504.0,77693.0,-811.0
2022-07-21T01,77868.0,75932.0,75128.0,-805.0
2022-07-21T02,75136.0,73359.0,72624.0,-735.0
2022-07-21T03,72510.0,70851.0,70142.0,-709.0
2022-07-21T04,67905.0,67186.0,66946.0,-241.0
2022-07-21T05,63137.0,63132.0,62933.0,-199.0
2022-07-21T06,58084.0,59201.0,59283.0,82.0
2022-07-21T07,54856.0,56338.0,56427.0,88.0
2022-07-21T08,52315.0,54111.0,54199.0,88.0
2022-07-21T09,51013.0,52789.0,52876.0,87.0
2022-07-21T10,50474.0,51923.0,51970.0,47.0
2022-07-21T11,50827.0,52167.0,52212.0,45.0
2022-07-21T12,51534.0,52796.0,52722.0,-74.0
2022-07-21T13,52089.0,53141.0,53037.0,-104.0
2022-07-21T14,54419.0,55363.0,55239.0,-123.0
2022-07-21T15,58130.0,58274.0,58232.0,-42.0
2022-07-21T16,62285.0,61706.0,61564.0,-143.0
2022-07-21T17,66486.0,65556.0,65319.0,-237.0
2022-07-21T18,70358.0,69007.0,68663.0,-344.0
2022-07-21T19,73607.0,72194.0,71392.0,-801.0
2022-07-21T20,75846.0,74752.0,73938.0,-814.0
2022-07-21T21,76757.0,76691.0,75876.0,-814.0
2022-07-21T22,76799.0,77797.0,76993.0,-805.0
2022-07-21T23,76185.0,77586.0,76773.0,-813.0
2022-07-22T00,74846.0,76154.0,75384.0,-770.0
2022-07-22T01,72871.0,73377.0,72673.0,-704.0
2022-07-22T02,70211.0,70456.0,69783.0,-673.0
2022-07-22T03,67937.0,68099.0,67617.0,-482.0
2022-07-22T04,64262.0,64250.0,63773.0,-476.0
2022-07-22T05,60262.0,60122.0,59665.0,-457.0
2022-07-22T06,57365.0,56306.0,55615.0,-691.0
2022-07-22T07,54182.0,53191.0,52468.0,-723.0
2022-07-22T08,51796.0,51020.0,50437.0,-583.0
2022-07-22T09,50275.0,49815.0,49093.0,-722.0
2022-07-22T10,49550.0,49164.0,48409.0,-755.0
2022-07-22T11,49707.0,49410.0,48657.0,-753.0
2022-07-22T12,50215.0,50201.0,49664.0,-538.0
2022-07-22T13,50766.0,50878.0,50699.0,-179.0
2022-07-22T14,53508.0,53170.0,53023.0,-148.0
2022-07-22T15,57641.0,56799.0,56702.0,-96.0
2022-07-22T16,62301.0,60849.0,60761.0,-88.0
2022-07-22T17,66860.0,64952.0,64848.0,-104.0
2022-07-22T18,70976.0,68560.0,68470.0,-90.0
2022-07-22T19,74433.0,71365.0,70689.0,-676.0
2022-07-22T20,76807.0,72455.0,71766.0,-689.0
2022-07-22T21,77838.0,72373.0,71719.0,-655.0
2022-07-22T22,77870.0,72369.0,71678.0,-691.0
2022-07-22T23,77025.0,72164.0,71444.0,-720.0
2022-07-23T00,74788.0,70860.0,70132.0,-728.0
2022-07-23T01,71583.0,68772.0,68081.0,-691.0
2022-07-23T02,68103.0,66283.0,65621.0,-663.0
2022-07-23T03,65556.0,64267.0,63773.0,-494.0
2022-07-23T04,62245.0,60794.0,60389.0,-405.0
2022-07-23T05,58727.0,57386.0,56981.0,-405.0
2022-07-23T06,56426.0,54000.0,53368.0,-632.0
2022-07-23T07,53425.0,51202.0,50636.0,-566.0
2022-07-23T08,51000.0,49141.0,48566.0,-575.0
2022-07-23T09,49223.0,47711.0,47133.0,-579.0
2022-07-23T10,47956.0,46732.0,45974.0,-758.0
2022-07-23T11,47188.0,46307.0,45544.0,-762.0
2022-07-23T12,46435.0,46245.0,45532.0,-713.0
2022-07-23T13,46770.0,46826.0,46301.0,-526.0
2022-07-23T14,50295.0,50120.0,49945.0,-175.0
2022-07-23T15,55239.0,54715.0,54558.0,-157.0
2022-07-23T16,60245.0,59092.0,59012.0,-80.0
2022-07-23T17,64874.0,63016.0,63025.0,9.0
2022-07-23T18,68802.0,66151.0,66097.0,-54.0
2022-07-23T19,71945.0,68529.0,68260.0,-268.0
2022-07-23T20,74299.0,70789.0,70210.0,-578.0
2022-07-23T21,75488.0,72692.0,72165.0,-528.0
2022-07-23T22,75830.0,73985.0,73671.0,-315.0
2022-07-23T23,75404.0,73961.0,73669.0,-293.0
2022-07-24T00,74018.0,72753.0,72318.0,-435.0
2022-07-24T01,71583.0,70596.0,70068.0,-528.0
2022-07-24T02,68496.0,67751.0,67155.0,-596.0
2022-07-24T03,66180.0,65612.0,65156.0,-456.0
2022-07-24T04,63040.0,62367.0,61888.0,-479.0
2022-07-24T05,59646.0,58969.0,58513.0,-457.0
2022-07-24T06,55423.0,55798.0,55601.0,-197.0
2022-07-24T07,52677.0,53325.0,53122.0,-203.0
2022-07-24T08,50511.0,51264.0,51133.0,-131.0
2022-07-24T09,48802.0,49518.0,49410.0,-108.0
2022-07-24T10,47486.0,48312.0,48164.0,-148.0
2022-07-24T11,46527.0,47594.0,47440.0,-154.0
2022-07-24T12,45460.0,46793.0,46281.0,-512.0
2022-07-24T13,45569.0,46986.0,46538.0,-449.0
2022-07-24T14,48922.0,50307.0,50422.0,114.0
2022-07-24T15,53756.0,54664.0,54882.0,218.0
2022-07-24T16,58713.0,58932.0,59060.0,127.0
2022-07-24T17,63456.0,62800.0,62765.0,-35.0
2022-07-24T18,67659.0,66595.0,66713.0,118.0
2022-07-24T19,71034.0,69682.0,69277.0,-403.0
2022-07-24T20,73580.0,72109.0,71252.0,-856.0
2022-07-24T21,74983.0,73878.0,73061.0,-817.0
2022-07-24T22,75528.0,74933.0,74101.0,-832.0
2022-07-24T23,75414.0,75330.0,74526.0,-804.0
2022-07-25T00,74432.0,74446.0,73657.0,-789.0
2022-07-25T01,72434.0,72549.0,71774.0,-775.0
2022-07-25T02,69682.0,69899.0,69190.0,-710.0
2022-07-25T03,67359.0,67603.0,67123.0,-480.0
2022-07-25T04,63591.0,63783.0,63379.0,-405.0
2022-07-25T05,59474.0,59784.0,59294.0,-490.0
2022-07-25T06,56223.0,56077.0,55340.0,-737.0
2022-07-25T07,53073.0,53574.0,52810.0,-764.0
2022-07-25T08,50687.0,51552.0,50811.0,-741.0
2022-07-25T09,49302.0,50325.0,49586.0,-738.0
2022-07-25T10,48681.0,49933.0,49153.0,-779.0
2022-07-25T11,49023.0,50062.0,49347.0,-715.0
2022-07-25T12,49736.0,50518.0,49707.0,-811.0
2022-07-25T13,50523.0,51233.0,50547.0,-686.0
2022-07-25T14,53485.0,54198.0,54005.0,-193.0
2022-07-25T15,57826.0,58365.0,58284.0,-82.0
2022-07-25T16,62668.0,62626.0,62691.0,65.0
2022-07-25T17,67462.0,66896.0,66997.0,101.0
2022-07-25T18,71767.0,71073.0,71171.0,98.0
2022-07-25T19,75348.0,74481.0,74352.0,-129.0
2022-07-25T20,77872.0,76984.0,76849.0,-135.0
2022-07-25T21,78985.0,78160.0,77843.0,-316.0
2022-07-25T22,79240.0,78760.0,78421.0,-339.0
2022-07-25T23,78797.0,78599.0,78063.0,-536.0
2022-07-26T00,77536.0,77316.0,76664.0,-651.0
2022-07-26T01,75158.0,74752.0,74004.0,-749.0
2022-07-26T02,71972.0,71588.0,70944.0,-644.0
2022-07-26T03,69233.0,68970.0,68458.0,-512.0
2022-07-26T04,65044.0,64940.0,64358.0,-582.0
2022-07-26T05,60629.0,60613.0,60058.0,-555.0
2022-07-26T06,56767.0,56773.0,56089.0,-684.0
2022-07-26T07,53613.0,53864.0,53164.0,-700.0
2022-07-26T08,51195.0,51699.0,51024.0,-675.0
2022-07-26T09,49768.0,50246.0,49603.0,-643.0
2022-07-26T10,49129.0,49551.0,49038.0,-513.0
2022-07-26T11,49590.0,49735.0,49177.0,-558.0
2022-07-26T12,50502.0,50377.0,49659.0,-718.0
2022-07-26T13,51273.0,50839.0,50543.0,-296.0
2022-07-26T14,54001.0,53770.0,53752.0,-19.0
2022-07-26T15,58063.0,57500.0,57734.0,234.0
2022-07-26T16,62709.0,61621.0,61965.0,344.0
2022-07-26T17,67410.0,66190.0,66539.0,349.0
2022-07-26T18,71726.0,70069.0,70216.0,148.0
2022-07-26T19,75289.0,73315.0,73316.0,1.0
2022-07-26T20,77792.0,75823.0,75596.0,-226.0
2022-07-26T21,78899.0,77469.0,77043.0,-426.0
2022-07-26T22,79169.0,78534.0,77884.0,-650.0
2022-07-26T23,78751.0,78576.0,77815.0,-761.0
2022-07-27T00,77596.0,77247.0,76503.0,-744.0
2022-07-27T01,75337.0,74656.0,73960.0,-697.0
2022-07-27T02,72188.0,71673.0,70937.0,-736.0
2022-07-27T03,69511.0,69313.0,68608.0,-705.0
2022-07-27T04,65158.0,65538.0,64856.0,-682.0
2022-07-27T05,60820.0,61486.0,60795.0,-700.0
2022-07-27T06,56673.0,57727.0,57226.0,-501.0
2022-07-27T07,53556.0,54871.0,54215.0,-656.0
2022-07-27T08,51282.0,52887.0,52246.0,-641.0
2022-07-27T09,50257.0,51519.0,50792.0,-727.0
2022-07-27T10,49752.0,50587.0,49827.0,-760.0
2022-07-27T11,50213.0,50745.0,50159.0,-586.0
2022-07-27T12,51308.0,51537.0,50785.0,-751.0
2022-07-27T13,52025.0,51977.0,51668.0,-309.0
2022-07-27T14,54573.0,54628.0,54378.0,-250.0
2022-07-27T15,58664.0,58356.0,58316.0,-40.0
2022-07-27T16,63272.0,62469.0,62467.0,-2.0
2022-07-27T17,67511.0,66502.0,66429.0,-72.0
2022-07-27T18,71333.0,69955.0,69863.0,-92.0
2022-07-27T19,74714.0,73015.0,72695.0,-320.0
2022-07-27T20,77045.0,74733.0,74313.0,-419.0
2022-07-27T21,78057.0,75750.0,75305.0,-444.0
2022-07-27T22,78448.0,76171.0,75799.0,-371.0
2022-07-27T23,77858.0,75718.0,75181.0,-537.0
2022-07-28T00,76241.0,74275.0,73626.0,-649.0
2022-07-28T01,73627.0,72274.0,71795.0,-479.0
2022-07-28T02,70575.0,69625.0,69018.0,-608.0
2022-07-28T03,67940.0,67068.0,66531.0,-537.0
2022-07-28T04,63714.0,63340.0,62863.0,-477.0
2022-07-28T05,59222.0,59340.0,58801.0,-539.0
2022-07-28T06,55076.0,56023.0,55310.0,-712.0
2022-07-28T07,52163.0,53109.0,52360.0,-749.0
2022-07-28T08,50008.0,51288.0,50611.0,-677.0
2022-07-28T09,48859.0,49707.0,49073.0,-634.0
2022-07-28T10,48227.0,49011.0,48351.0,-660.0
2022-07-28T11,48669.0,49434.0,48922.0,-512.0
2022-07-28T12,49845.0,50280.0,50147.0,-133.0
2022-07-28T13,50756.0,51108.0,50800.0,-307.0
2022-07-28T14,53619.0,54006.0,53581.0,-425.0
2022-07-28T15,57950.0,58084.0,57834.0,-251.0
2022-07-28T16,62769.0,62449.0,62299.0,-149.0
2022-07-28T17,67232.0,66493.0,66495.0,1.0
2022-07-28T18,71072.0,70307.0,70020.0,-287.0
2022-07-28T19,74454.0,73393.0,73043.0,-349.0
2022-07-28T20,76862.0,75269.0,74466.0,-802.0
2022-07-28T21,77959.0,76229.0,75414.0,-814.0
2022-07-28T22,78300.0,76059.0,75338.0,-720.0
2022-07-28T23,77543.0,75398.0,74879.0,-519.0
2022-07-29T00,75997.0,74241.0,73599.0,-642.0
2022-07-29T01,73625.0,71976.0,71316.0,-659.0
2022-07-29T02,70522.0,69537.0,68920.0,-616.0
2022-07-29T03,68013.0,67285.0,66689.0,-596.0
2022-07-29T04,63875.0,63576.0,62957.0,-619.0
2022-07-29T05,59484.0,59565.0,58921.0,-644.0
2022-07-29T06,56003.0,56052.0,55412.0,-640.0
2022-07-29T07,53017.0,53176.0,52586.0,-590.0
2022-07-29T08,50807.0,51077.0,50491.0,-587.0
2022-07-29T09,49614.0,49893.0,49235.0,-658.0
2022-07-29T10,48931.0,49046.0,48375.0,-670.0
2022-07-29T11,49242.0,49397.0,48827.0,-571.0
2022-07-29T12,50239.0,50056.0,49682.0,-374.0
2022-07-29T13,51113.0,50767.0,50374.0,-394.0
2022-07-29T14,53988.0,53838.0,53682.0,-155.0
2022-07-29T15,58321.0,57996.0,57918.0,-78.0
2022-07-29T16,63143.0,62334.0,62184.0,-150.0
2022-07-29T17,67511.0,66960.0,66684.0,-276.0
2022-07-29T18,71175.0,70629.0,70039.0,-589.0
2022-07-29T19,74353.0,73416.0,72732.0,-684.0
2022-07-29T20,76518.0,74897.0,74206.0,-691.0
2022-07-29T21,77494.0,75853.0,75051.0,-802.0
2022-07-29T22,77612.0,76582.0,75870.0,-712.0
2022-07-29T23,76511.0,75914.0,75291.0,-623.0
2022-07-30T00,74362.0,73428.0,72880.0,-548.0
2022-07-30T01,71460.0,70456.0,70096.0,-360.0
2022-07-30T02,68298.0,67923.0,67474.0,-449.0
2022-07-30T03,65945.0,65733.0,65147.0,-586.0
2022-07-30T04,62517.0,62442.0,62018.0,-424.0
2022-07-30T05,58775.0,58833.0,58308.0,-524.0
2022-07-30T06,55853.0,55470.0,54847.0,-623.0
2022-07-30T07,53147.0,52861.0,52278.0,-583.0
2022-07-30T08,51030.0,50848.0,50302.0,-545.0
2022-07-30T09,49595.0,49080.0,48357.0,-723.0
2022-07-30T10,48354.0,48156.0,47411.0,-745.0
2022-07-30T11,47599.0,47657.0,46980.0,-677.0
2022-07-30T12,47159.0,47428.0,46666.0,-762.0
2022-07-30T13,47601.0,47645.0,47084.0,-561.0
2022-07-30T14,50905.0,50821.0,50750.0,-71.0
2022-07-30T15,55668.0,55012.0,54845.0,-167.0
2022-07-30T16,60619.0,59121.0,59022.0,-99.0
2022-07-30T17,65041.0,63348.0,63264.0,-84.0
2022-07-30T18,68743.0,67342.0,66708.0,-634.0
2022-07-30T19,71827.0,70264.0,69562.0,-702.0
2022-07-30T20,74073.0,72329.0,71682.0,-647.0
2022-07-30T21,75377.0,73405.0,72659.0,-746.0
2022-07-30T22,75935.0,74119.0,73536.0,-584.0
2022-07-30T23,75413.0,73733.0,73174.0,-560.0
2022-07-31T00,73933.0,71986.0,71482.0,-505.0
2022-07-31T01,71493.0,69360.0,68900.0,-461.0
2022-07-31T02,68450.0,66924.0,66374.0,-550.0
2022-07-31T03,66154.0,64814.0,64270.0,-544.0
2022-07-31T04,62748.0,61903.0,61408.0,-495.0
2022-07-31T05,59142.0,58609.0,58129.0,-480.0
2022-07-31T06,56250.0,55474.0,55348.0,-127.0
2022-07-31T07,53423.0,52875.0,52639.0,-236.0
2022-07-31T08,51269.0,50752.0,50515.0,-238.0
2022-07-31T09,49772.0,49237.0,49027.0,-210.0
2022-07-31T10,48505.0,47986.0,47776.0,-210.0
2022-07-31T11,47534.0,47174.0,46964.0,-210.0
2022-07-31T12,46728.0,46507.0,46309.0,-198.0
2022-07-31T13,46834.0,46421.0,46251.0,-170.0
2022-07-31T14,49988.0,49222.0,48987.0,-235.0
2022-07-31T15,54764.0,53324.0,53254.0,-69.0
2022-07-31T16,59655.0,57487.0,57470.0,-17.0
2022-07-31T17,64114.0,61735.0,61720.0,-15.0
2022-07-31T18,68068.0,65583.0,65567.0,-16.0
2022-07-31T19,71244.0,68929.0,68851.0,-78.0
2022-07-31T20,73635.0,71782.0,71703.0,-79.0
2022-07-31T21,75132.0,73626.0,73547.0,-79.0
2022-07-31T22,75952.0,74856.0,74791.0,-66.0
2022-07-31T23,75881.0,75367.0,75293.0,-74.0
2022-08-01T00,74657.0,74369.0,74227.0,-142.0
2022-08-01T01,72387.0,72003.0,71889.0,-114.0
2022-08-01T02,69304.0,69279.0,69260.0,-19.0
2022-08-01T03,66923.0,66899.0,66858.0,-41.0
2022-08-01T04,62993.0,63117.0,62999.0,-119.0
2022-08-01T05,58717.0,59106.0,59007.0,-99.0
2022-08-01T06,55014.0,55475.0,54861.0,-614.0
2022-08-01T07,51754.0,52672.0,52090.0,-582.0
2022-08-01T08,49356.0,50864.0,50361.0,-503.0
2022-08-01T09,48132.0,49759.0,49303.0,-456.0
2022-08-01T10,47888.0,49145.0,48706.0,-439.0
2022-08-01T11,48635.0,49685.0,49179.0,-506.0
2022-08-01T12,50353.0,50505.0,49952.0,-553.0
2022-08-01T13,50771.0,50956.0,50622.0,-333.0
2022-08-01T14,53009.0,53648.0,53507.0,-141.0
2022-08-01T15,56958.0,57222.0,57171.0,-51.0
2022-08-01T16,61497.0,60935.0,61170.0,235.0
2022-08-01T17,65893.0,64661.0,64888.0,228.0
2022-08-01T18,70131.0,68017.0,67916.0,-100.0
2022-08-01T19,73344.0,71197.0,70687.0,-510.0
2022-08-01T20,75526.0,73592.0,73075.0,-517.0
2022-08-01T21,76492.0,75566.0,75035.0,-531.0
2022-08-01T22,76847.0,76089.0,75531.0,-558.0
2022-08-01T23,76064.0,75802.0,75304.0,-497.0
2022-08-02T00,74192.0,74979.0,74548.0,-432.0
2022-08-02T01,71738.0,72730.0,72322.0,-408.0
2022-08-02T02,69508.0,70207.0,69801.0,-406.0
2022-08-02T03,66673.0,67745.0,67343.0,-402.0
2022-08-02T04,62609.0,63756.0,63225.0,-531.0
2022-08-02T05,58500.0,59504.0,58998.0,-506.0
2022-08-02T06,55924.0,55816.0,55590.0,-226.0
2022-08-02T07,53051.0,53142.0,52859.0,-283.0
2022-08-02T08,50916.0,51370.0,51096.0,-274.0
2022-08-02T09,49643.0,50301.0,49990.0,-311.0
2022-08-02T10,49228.0,49781.0,49517.0,-264.0
2022-08-02T11,49736.0,50327.0,50098.0,-228.0
2022-08-02T12,51231.0,51397.0,51182.0,-214.0
2022-08-02T13,51464.0,51932.0,51717.0,-215.0
2022-08-02T14,53792.0,54736.0,54523.0,-213.0
2022-08-02T15,58121.0,58852.0,58849.0,-3.0
2022-08-02T16,62960.0,63012.0,63113.0,101.0
2022-08-02T17,67534.0,67227.0,67431.0,204.0
2022-08-02T18,71845.0,71015.0,71336.0,321.0
2022-08-02T19,75236.0,74576.0,74739.0,164.0
2022-08-02T20,77579.0,76880.0,76669.0,-210.0
2022-08-02T21,78471.0,77816.0,77600.0,-216.0
2022-08-02T22,78806.0,78371.0,78155.0,-216.0
2022-08-02T23,78254.0,78353.0,78137.0,-215.0
2022-08-03T00,76749.0,77744.0,77597.0,-146.0
2022-08-03T01,74428.0,75487.0,75344.0,-143.0
2022-08-03T02,71858.0,72599.0,72346.0,-252.0
2022-08-03T03,68937.0,70158.0,69831.0,-328.0
2022-08-03T04,64693.0,66293.0,66142.0,-150.0
2022-08-03T05,60580.0,62032.0,61857.0,-175.0
2022-08-03T06,57337.0,58299.0,58183.0,-116.0
2022-08-03T07,54234.0,55386.0,55273.0,-113.0
2022-08-03T08,51973.0,53359.0,53245.0,-114.0
2022-08-03T09,50575.0,52124.0,52009.0,-114.0
2022-08-03T10,50125.0,51714.0,51601.0,-112.0
2022-08-03T11,50645.0,51878.0,51736.0,-142.0
2022-08-03T12,52133.0,52619.0,52374.0,-245.0
2022-08-03T13,52291.0,53009.0,52792.0,-217.0
2022-08-03T14,54534.0,55474.0,55466.0,-8.0
2022-08-03T15,58804.0,59314.0,59288.0,-26.0
2022-08-03T16,63675.0,63600.0,63571.0,-30.0
2022-08-03T17,68360.0,67885.0,67850.0,-35.0
2022-08-03T18,72805.0,71532.0,71505.0,-27.0
2022-08-03T19,76228.0,74866.0,74793.0,-72.0
2022-08-03T20,78578.0,77247.0,77074.0,-173.0
2022-08-03T21,79428.0,78070.0,77538.0,-532.0
2022-08-03T22,79639.0,78189.0,77608.0,-580.0
2022-08-03T23,78993.0,77904.0,77496.0,-407.0
2022-08-04T00,77492.0,76758.0,76159.0,-599.0
2022-08-04T01,75214.0,74413.0,73776.0,-637.0
2022-08-04T02,72622.0,71962.0,71330.0,-633.0
