period,Day-ahead demand forecast,Demand,Net generation,Total interchange
2022-06-24T23,77112.0,76293.0,75629.0,-664.0
2022-06-25T00,75669.0,75732.0,75116.0,-616.0
2022-06-25T01,73270.0,73724.0,73085.0,-639.0
2022-06-25T02,69969.0,70593.0,69918.0,-675.0
2022-06-25T03,67394.0,67985.0,67322.0,-663.0
2022-06-25T04,63418.0,64102.0,63370.0,-732.0
2022-06-25T05,59181.0,60113.0,59355.0,-758.0
2022-06-25T06,55563.0,56211.0,55645.0,-566.0
2022-06-25T07,52142.0,53042.0,52478.0,-565.0
2022-06-25T08,49355.0,50436.0,49892.0,-544.0
2022-06-25T09,47566.0,48565.0,47999.0,-566.0
2022-06-25T10,46250.0,47269.0,46703.0,-566.0
2022-06-25T11,45681.0,46645.0,46077.0,-568.0
2022-06-25T12,45326.0,45834.0,45111.0,-723.0
2022-06-25T13,45878.0,46645.0,45908.0,-737.0
2022-06-25T14,49214.0,50031.0,49605.0,-426.0
2022-06-25T15,53732.0,54453.0,54063.0,-390.0
2022-06-25T16,58615.0,58831.0,58611.0,-220.0
2022-06-25T17,63434.0,62906.0,62824.0,-81.0
2022-06-25T18,67657.0,66391.0,65963.0,-429.0
2022-06-25T19,71183.0,69279.0,68718.0,-562.0
2022-06-25T20,73864.0,71683.0,70876.0,-807.0
2022-06-25T21,75094.0,73436.0,72680.0,-756.0
2022-06-25T22,75566.0,74599.0,73867.0,-732.0
2022-06-25T23,75127.0,74965.0,74282.0,-683.0
2022-06-26T00,73965.0,73818.0,73284.0,-534.0
2022-06-26T01,71662.0,71469.0,70889.0,-580.0
2022-06-26T02,68360.0,68168.0,67526.0,-642.0
2022-06-26T03,65784.0,65259.0,64605.0,-655.0
2022-06-26T04,61850.0,61681.0,61055.0,-626.0
2022-06-26T05,57736.0,57872.0,57289.0,-582.0
2022-06-26T06,54422.0,54119.0,53553.0,-566.0
2022-06-26T07,50798.0,50939.0,50373.0,-566.0
2022-06-26T08,47871.0,48496.0,47834.0,-663.0
2022-06-26T09,45932.0,46629.0,45815.0,-814.0
2022-06-26T10,44552.0,45439.0,44627.0,-813.0
2022-06-26T11,43776.0,44319.0,43722.0,-597.0
2022-06-26T12,43114.0,43377.0,42714.0,-662.0
2022-06-26T13,43646.0,44300.0,43668.0,-631.0
2022-06-26T14,46946.0,47825.0,47548.0,-277.0
2022-06-26T15,51551.0,52317.0,52136.0,-181.0
2022-06-26T16,56746.0,56857.0,56821.0,-35.0
2022-06-26T17,61812.0,61525.0,61207.0,-318.0
2022-06-26T18,66392.0,65647.0,65189.0,-458.0
2022-06-26T19,69988.0,69217.0,68637.0,-580.0
2022-06-26T20,72667.0,71834.0,71283.0,-552.0
2022-06-26T21,74081.0,73805.0,73111.0,-695.0
2022-06-26T22,74617.0,75069.0,74407.0,-662.0
2022-06-26T23,73935.0,75382.0,74729.0,-653.0
2022-06-27T00,72279.0,74453.0,74005.0,-448.0
2022-06-27T01,69636.0,72149.0,71608.0,-541.0
2022-06-27T02,66473.0,69025.0,68438.0,-587.0
2022-06-27T03,63895.0,66664.0,66071.0,-593.0
2022-06-27T04,59283.0,62665.0,61954.0,-711.0
2022-06-27T05,54424.0,58277.0,57582.0,-694.0
2022-06-27T06,50869.0,54215.0,53632.0,-583.0
2022-06-27T07,47422.0,51041.0,50297.0,-744.0
2022-06-27T08,44699.0,48551.0,47771.0,-780.0
2022-06-27T09,43372.0,46730.0,45916.0,-814.0
2022-06-27T10,42915.0,46116.0,45302.0,-814.0
2022-06-27T11,43745.0,46445.0,45630.0,-814.0
2022-06-27T12,45024.0,47242.0,46428.0,-813.0
2022-06-27T13,46526.0,47929.0,47150.0,-778.0
2022-06-27T14,48982.0,50234.0,49738.0,-495.0
2022-06-27T15,51999.0,53776.0,53434.0,-342.0
2022-06-27T16,55761.0,58103.0,57666.0,-436.0
2022-06-27T17,59606.0,62312.0,61626.0,-687.0
2022-06-27T18,63442.0,66416.0,65605.0,-811.0
2022-06-27T19,66578.0,70031.0,69217.0,-814.0
2022-06-27T20,68815.0,72009.0,71260.0,-749.0
2022-06-27T21,69976.0,71511.0,70854.0,-657.0
2022-06-27T22,70142.0,70187.0,69775.0,-412.0
2022-06-27T23,69142.0,68484.0,68109.0,-375.0
2022-06-28T00,67156.0,66198.0,65914.0,-284.0
2022-06-28T01,64624.0,63503.0,63062.0,-441.0
2022-06-28T02,61836.0,61313.0,60739.0,-573.0
2022-06-28T03,59371.0,59207.0,58692.0,-516.0
2022-06-28T04,55333.0,55604.0,55151.0,-453.0
2022-06-28T05,51097.0,51799.0,51377.0,-422.0
2022-06-28T06,49484.0,48604.0,47802.0,-802.0
2022-06-28T07,46320.0,46081.0,45267.0,-814.0
2022-06-28T08,43820.0,44661.0,43847.0,-814.0
2022-06-28T09,42473.0,43454.0,42640.0,-814.0
2022-06-28T10,41940.0,43184.0,42370.0,-814.0
2022-06-28T11,42630.0,43974.0,43160.0,-814.0
2022-06-28T12,43819.0,45130.0,44316.0,-814.0
2022-06-28T13,45208.0,46333.0,45527.0,-806.0
2022-06-28T14,47539.0,48361.0,48188.0,-173.0
2022-06-28T15,50630.0,51088.0,50758.0,-328.0
2022-06-28T16,54490.0,54344.0,54008.0,-335.0
2022-06-28T17,58306.0,57672.0,57333.0,-339.0
2022-06-28T18,61909.0,60970.0,60350.0,-620.0
2022-06-28T19,64974.0,63573.0,62880.0,-692.0
2022-06-28T20,67378.0,65511.0,64817.0,-693.0
2022-06-28T21,69074.0,66350.0,65896.0,-454.0
2022-06-28T22,69987.0,66601.0,66676.0,75.0
2022-06-28T23,69697.0,65870.0,65913.0,42.0
2022-06-29T00,68035.0,64553.0,64925.0,372.0
2022-06-29T01,65486.0,62346.0,62728.0,381.0
2022-06-29T02,62456.0,59627.0,59585.0,-43.0
2022-06-29T03,59882.0,57556.0,56862.0,-694.0
2022-06-29T04,55839.0,53923.0,53111.0,-812.0
2022-06-29T05,51698.0,50008.0,49197.0,-810.0
2022-06-29T06,48449.0,46740.0,46009.0,-731.0
2022-06-29T07,45739.0,44360.0,43571.0,-789.0
2022-06-29T08,43754.0,42591.0,41802.0,-789.0
2022-06-29T09,42465.0,41517.0,40728.0,-789.0
2022-06-29T10,41974.0,41312.0,40523.0,-789.0
2022-06-29T11,42746.0,42074.0,41274.0,-800.0
2022-06-29T12,43972.0,43307.0,42493.0,-814.0
2022-06-29T13,45590.0,44371.0,43561.0,-809.0
2022-06-29T14,48226.0,46665.0,46229.0,-436.0
2022-06-29T15,51477.0,50236.0,49867.0,-368.0
2022-06-29T16,55307.0,54088.0,53782.0,-306.0
2022-06-29T17,59068.0,58053.0,57619.0,-433.0
2022-06-29T18,62491.0,61732.0,61147.0,-586.0
2022-06-29T19,65333.0,65058.0,64453.0,-605.0
2022-06-29T20,67634.0,67478.0,66776.0,-702.0
2022-06-29T21,68969.0,69149.0,68613.0,-542.0
2022-06-29T22,69315.0,70056.0,69525.0,-531.0
2022-06-29T23,68519.0,69934.0,69425.0,-509.0
2022-06-30T00,66686.0,68593.0,68031.0,-561.0
2022-06-30T01,64366.0,66309.0,65506.0,-802.0
2022-06-30T02,61691.0,63432.0,62612.0,-821.0
2022-06-30T03,59254.0,61098.0,60306.0,-792.0
2022-06-30T04,55836.0,57266.0,56477.0,-788.0
2022-06-30T05,52169.0,53225.0,52462.0,-763.0
2022-06-30T06,48966.0,49601.0,49107.0,-494.0
2022-06-30T07,46155.0,46838.0,46359.0,-479.0
2022-06-30T08,44030.0,45086.0,44491.0,-594.0
2022-06-30T09,42709.0,43591.0,43026.0,-565.0
2022-06-30T10,42250.0,43104.0,42540.0,-565.0
2022-06-30T11,43050.0,43615.0,43049.0,-566.0
2022-06-30T12,44411.0,44483.0,43819.0,-664.0
2022-06-30T13,45979.0,45954.0,45148.0,-806.0
2022-06-30T14,48465.0,48813.0,48259.0,-555.0
2022-06-30T15,51628.0,52487.0,52352.0,-135.0
2022-06-30T16,55543.0,56245.0,56117.0,-127.0
2022-06-30T17,59310.0,59536.0,59375.0,-161.0
2022-06-30T18,62717.0,62747.0,62305.0,-442.0
2022-06-30T19,65526.0,65206.0,64706.0,-500.0
2022-06-30T20,67612.0,67246.0,66630.0,-616.0
2022-06-30T21,68825.0,68728.0,68039.0,-689.0
2022-06-30T22,69243.0,69723.0,69214.0,-509.0
2022-06-30T23,68573.0,69594.0,69208.0,-386.0
2022-07-01T00,67039.0,68382.0,67989.0,-393.0
2022-07-01T01,64972.0,66535.0,66023.0,-512.0
2022-07-01T02,62571.0,64463.0,64001.0,-461.0
2022-07-01T03,60362.0,62738.0,62208.0,-530.0
2022-07-01T04,56780.0,59529.0,59072.0,-457.0
2022-07-01T05,52906.0,55788.0,55286.0,-499.0
2022-07-01T06,50234.0,52266.0,51989.0,-277.0
2022-07-01T07,47403.0,49529.0,49229.0,-300.0
2022-07-01T08,45297.0,47489.0,47260.0,-229.0
2022-07-01T09,43949.0,46112.0,45892.0,-220.0
2022-07-01T10,43429.0,45426.0,45207.0,-219.0
2022-07-01T11,44097.0,45830.0,45611.0,-219.0
2022-07-01T12,45275.0,45977.0,45757.0,-220.0
2022-07-01T13,46460.0,46859.0,46595.0,-264.0
2022-07-01T14,48827.0,49291.0,49270.0,-21.0
2022-07-01T15,52019.0,52408.0,52406.0,-1.0
2022-07-01T16,55926.0,55958.0,55948.0,-11.0
2022-07-01T17,59543.0,59482.0,59447.0,-35.0
2022-07-01T18,62690.0,62712.0,62458.0,-253.0
2022-07-01T19,65261.0,65496.0,64880.0,-616.0
2022-07-01T20,67136.0,67547.0,66903.0,-644.0
2022-07-01T21,68252.0,68934.0,68268.0,-666.0
2022-07-01T22,68624.0,70097.0,69688.0,-409.0
2022-07-01T23,67965.0,70482.0,70231.0,-252.0
2022-07-02T00,66209.0,69531.0,69312.0,-219.0
2022-07-02T01,64053.0,67608.0,67389.0,-219.0
2022-07-02T02,61594.0,65126.0,64871.0,-255.0
2022-07-02T03,59715.0,63080.0,62813.0,-267.0
2022-07-02T04,56809.0,59822.0,59642.0,-181.0
2022-07-02T05,53537.0,56385.0,56124.0,-261.0
2022-07-02T06,52607.0,53076.0,52608.0,-468.0
2022-07-02T07,49712.0,50519.0,49949.0,-570.0
2022-07-02T08,47433.0,48203.0,47774.0,-430.0
2022-07-02T09,45765.0,46489.0,46077.0,-413.0
2022-07-02T10,44605.0,45439.0,45011.0,-428.0
2022-07-02T11,44160.0,44943.0,44565.0,-378.0
2022-07-02T12,43768.0,44610.0,44288.0,-323.0
2022-07-02T13,44429.0,45400.0,45159.0,-242.0
2022-07-02T14,47700.0,48714.0,48632.0,-81.0
2022-07-02T15,52039.0,53030.0,52953.0,-76.0
2022-07-02T16,56774.0,57485.0,57400.0,-85.0
2022-07-02T17,61082.0,61521.0,61207.0,-314.0
2022-07-02T18,64681.0,64787.0,64132.0,-656.0
2022-07-02T19,67446.0,67014.0,66125.0,-890.0
2022-07-02T20,69420.0,68703.0,67778.0,-925.0
2022-07-02T21,70755.0,70193.0,69328.0,-865.0
2022-07-02T22,71120.0,71223.0,70644.0,-579.0
2022-07-02T23,70308.0,71428.0,70950.0,-477.0
2022-07-03T00,68375.0,70364.0,69927.0,-437.0
2022-07-03T01,65840.0,68157.0,67740.0,-417.0
2022-07-03T02,63190.0,65455.0,65025.0,-430.0
2022-07-03T03,61013.0,63386.0,62916.0,-470.0
2022-07-03T04,58136.0,60393.0,59915.0,-478.0
2022-07-03T05,55054.0,56970.0,56458.0,-512.0
2022-07-03T06,53788.0,53682.0,53046.0,-636.0
2022-07-03T07,51134.0,51003.0,50275.0,-728.0
2022-07-03T08,49072.0,48721.0,48248.0,-473.0
2022-07-03T09,47417.0,47055.0,46588.0,-467.0
2022-07-03T10,46108.0,45837.0,45370.0,-467.0
2022-07-03T11,45284.0,45281.0,44811.0,-470.0
2022-07-03T12,44361.0,44736.0,44075.0,-660.0
2022-07-03T13,44636.0,45529.0,44871.0,-658.0
2022-07-03T14,47710.0,48753.0,48499.0,-254.0
2022-07-03T15,52176.0,53073.0,52831.0,-242.0
2022-07-03T16,56907.0,57227.0,57106.0,-121.0
2022-07-03T17,61329.0,61440.0,61439.0,-1.0
2022-07-03T18,65200.0,65108.0,65155.0,47.0
2022-07-03T19,68303.0,68051.0,67926.0,-125.0
2022-07-03T20,70561.0,70265.0,70235.0,-29.0
2022-07-03T21,72106.0,71843.0,71661.0,-182.0
2022-07-03T22,72822.0,72353.0,71988.0,-366.0
2022-07-03T23,72591.0,72341.0,71729.0,-612.0
2022-07-04T00,71332.0,71170.0,70582.0,-588.0
2022-07-04T01,69252.0,68757.0,68209.0,-547.0
2022-07-04T02,66571.0,65477.0,64782.0,-695.0
2022-07-04T03,64116.0,62889.0,62137.0,-752.0
2022-07-04T04,60316.0,59661.0,58896.0,-765.0
2022-07-04T05,56222.0,56391.0,55630.0,-762.0
2022-07-04T06,52938.0,53164.0,52580.0,-584.0
2022-07-04T07,49884.0,50483.0,49880.0,-604.0
2022-07-04T08,47379.0,48619.0,48097.0,-522.0
2022-07-04T09,45848.0,47269.0,46775.0,-494.0
2022-07-04T10,44914.0,46522.0,46028.0,-495.0
2022-07-04T11,44844.0,46123.0,45606.0,-516.0
2022-07-04T12,45280.0,45448.0,44932.0,-516.0
2022-07-04T13,45755.0,45921.0,45409.0,-512.0
2022-07-04T14,48133.0,49113.0,48862.0,-251.0
2022-07-04T15,52116.0,53476.0,53233.0,-244.0
2022-07-04T16,56759.0,57859.0,57615.0,-244.0
2022-07-04T17,61221.0,62092.0,61849.0,-244.0
2022-07-04T18,65255.0,65728.0,65466.0,-261.0
2022-07-04T19,68620.0,68780.0,68400.0,-379.0
2022-07-04T20,71119.0,71002.0,70586.0,-416.0
2022-07-04T21,72859.0,72675.0,72287.0,-388.0
2022-07-04T22,73918.0,73820.0,73433.0,-387.0
2022-07-04T23,73842.0,74164.0,73790.0,-374.0
2022-07-05T00,72367.0,73050.0,72676.0,-375.0
2022-07-05T01,69692.0,70657.0,70227.0,-430.0
2022-07-05T02,66110.0,67412.0,67036.0,-375.0
2022-07-05T03,62823.0,64370.0,63859.0,-512.0
2022-07-05T04,59199.0,61331.0,60815.0,-516.0
2022-07-05T05,55806.0,58024.0,57510.0,-514.0
2022-07-05T06,53260.0,54548.0,54224.0,-324.0
2022-07-05T07,50585.0,51602.0,51285.0,-318.0
2022-07-05T08,48435.0,49266.0,48947.0,-318.0
2022-07-05T09,46994.0,48156.0,47838.0,-318.0
2022-07-05T10,46363.0,47485.0,47167.0,-317.0
2022-07-05T11,46874.0,48103.0,47786.0,-317.0
2022-07-05T12,47831.0,48833.0,48517.0,-316.0
2022-07-05T13,48912.0,50233.0,50012.0,-221.0
2022-07-05T14,51742.0,53451.0,53311.0,-140.0
2022-07-05T15,55748.0,57328.0,57423.0,96.0
2022-07-05T16,60229.0,61396.0,61624.0,228.0
2022-07-05T17,64685.0,65460.0,65448.0,-12.0
2022-07-05T18,68840.0,68962.0,68917.0,-46.0
2022-07-05T19,72230.0,72344.0,72039.0,-305.0
2022-07-05T20,74613.0,74737.0,74517.0,-221.0
2022-07-05T21,75988.0,76414.0,76195.0,-219.0
2022-07-05T22,76713.0,77478.0,77258.0,-219.0
2022-07-05T23,76406.0,77224.0,76989.0,-235.0
2022-07-06T00,75007.0,76037.0,75598.0,-439.0
2022-07-06T01,72691.0,74018.0,73631.0,-387.0
2022-07-06T02,69403.0,70808.0,70509.0,-299.0
2022-07-06T03,66728.0,68206.0,67902.0,-303.0
2022-07-06T04,62480.0,63942.0,63567.0,-375.0
2022-07-06T05,58158.0,59537.0,59122.0,-416.0
2022-07-06T06,54540.0,55619.0,55298.0,-321.0
2022-07-06T07,51554.0,52602.0,52366.0,-237.0
2022-07-06T08,49097.0,50237.0,50018.0,-218.0
2022-07-06T09,47616.0,48794.0,48575.0,-218.0
2022-07-06T10,46918.0,48270.0,48034.0,-237.0
2022-07-06T11,47392.0,48704.0,48455.0,-248.0
2022-07-06T12,48313.0,49663.0,49445.0,-219.0
2022-07-06T13,49249.0,50471.0,50256.0,-219.0
2022-07-06T14,52054.0,53425.0,53395.0,-54.0
2022-07-06T15,56112.0,57603.0,57627.0,23.0
2022-07-06T16,60711.0,61884.0,61908.0,24.0
2022-07-06T17,65162.0,65779.0,65803.0,24.0
2022-07-06T18,69226.0,69616.0,69675.0,60.0
2022-07-06T19,72533.0,73059.0,73013.0,-45.0
2022-07-06T20,74922.0,75470.0,75256.0,-214.0
2022-07-06T21,76273.0,76690.0,76470.0,-219.0
2022-07-06T22,76916.0,77066.0,76847.0,-219.0
2022-07-06T23,76640.0,76788.0,76569.0,-219.0
2022-07-07T00,75348.0,75638.0,75416.0,-222.0
2022-07-07T01,73109.0,73524.0,73319.0,-205.0
2022-07-07T02,69845.0,70689.0,70484.0,-205.0
2022-07-07T03,67124.0,68048.0,67842.0,-205.0
2022-07-07T04,62912.0,64172.0,63954.0,-218.0
2022-07-07T05,58515.0,59925.0,59701.0,-224.0
2022-07-07T06,56524.0,56180.0,55576.0,-603.0
2022-07-07T07,53629.0,53226.0,52633.0,-593.0
2022-07-07T08,51279.0,51259.0,50754.0,-505.0
2022-07-07T09,49689.0,49917.0,49302.0,-614.0
2022-07-07T10,48916.0,49157.0,48541.0,-616.0
2022-07-07T11,49271.0,49279.0,48761.0,-517.0
2022-07-07T12,50082.0,49768.0,49218.0,-550.0
2022-07-07T13,50915.0,50951.0,50659.0,-291.0
2022-07-07T14,53832.0,54102.0,54118.0,17.0
2022-07-07T15,58293.0,57948.0,57973.0,25.0
2022-07-07T16,63306.0,62073.0,62195.0,122.0
2022-07-07T17,68173.0,66223.0,66287.0,65.0
2022-07-07T18,72425.0,70115.0,69987.0,-127.0
2022-07-07T19,75781.0,73320.0,73007.0,-313.0
2022-07-07T20,78091.0,75673.0,74949.0,-725.0
2022-07-07T21,79084.0,76832.0,76140.0,-692.0
2022-07-07T22,79227.0,77166.0,76377.0,-789.0
2022-07-07T23,78424.0,76708.0,76053.0,-656.0
2022-07-08T00,76834.0,75654.0,74976.0,-678.0
2022-07-08T01,74628.0,73541.0,72811.0,-731.0
2022-07-08T02,71512.0,70818.0,70092.0,-726.0
2022-07-08T03,68707.0,68201.0,67533.0,-668.0
2022-07-08T04,64727.0,64214.0,63524.0,-690.0
2022-07-08T05,60542.0,59950.0,59295.0,-656.0
2022-07-08T06,57744.0,56106.0,55559.0,-547.0
2022-07-08T07,54813.0,53026.0,52576.0,-450.0
2022-07-08T08,52429.0,50807.0,50358.0,-449.0
2022-07-08T09,50732.0,49521.0,48978.0,-542.0
2022-07-08T10,49884.0,48885.0,48411.0,-473.0
2022-07-08T11,50046.0,49345.0,48873.0,-472.0
2022-07-08T12,50547.0,49490.0,49046.0,-444.0
2022-07-08T13,51329.0,50741.0,50535.0,-206.0
2022-07-08T14,54389.0,54031.0,53886.0,-144.0
2022-07-08T15,59014.0,58196.0,58081.0,-115.0
2022-07-08T16,64110.0,62626.0,62509.0,-116.0
2022-07-08T17,68987.0,67109.0,66768.0,-340.0
2022-07-08T18,73214.0,71020.0,70172.0,-847.0
2022-07-08T19,76559.0,74190.0,73247.0,-943.0
2022-07-08T20,78859.0,76499.0,75575.0,-925.0
2022-07-08T21,79808.0,77690.0,76776.0,-914.0
2022-07-08T22,79849.0,78213.0,77309.0,-904.0
2022-07-08T23,78978.0,78186.0,77282.0,-904.0
2022-07-09T00,77199.0,77747.0,76852.0,-895.0
2022-07-09T01,74719.0,76032.0,75138.0,-894.0
2022-07-09T02,71325.0,72978.0,72094.0,-884.0
2022-07-09T03,68647.0,70269.0,69417.0,-852.0
2022-07-09T04,65268.0,66132.0,65330.0,-802.0
2022-07-09T05,61581.0,62094.0,61293.0,-802.0
2022-07-09T06,58519.0,58287.0,57518.0,-769.0
2022-07-09T07,55179.0,54881.0,54077.0,-804.0
2022-07-09T08,52534.0,52041.0,51283.0,-758.0
2022-07-09T09,50537.0,50053.0,49253.0,-801.0
2022-07-09T10,49119.0,48858.0,48051.0,-807.0
2022-07-09T11,48213.0,48170.0,47358.0,-812.0
2022-07-09T12,47409.0,47599.0,46838.0,-761.0
2022-07-09T13,47650.0,48343.0,47866.0,-476.0
2022-07-09T14,50949.0,51489.0,51262.0,-227.0
2022-07-09T15,55846.0,56062.0,55841.0,-220.0
2022-07-09T16,61094.0,60902.0,60663.0,-239.0
2022-07-09T17,66130.0,65630.0,64820.0,-811.0
2022-07-09T18,70396.0,69653.0,68691.0,-962.0
2022-07-09T19,73801.0,73122.0,72178.0,-944.0
2022-07-09T20,76337.0,75537.0,74613.0,-925.0
2022-07-09T21,77669.0,76524.0,75609.0,-914.0
2022-07-09T22,78283.0,77254.0,76350.0,-904.0
2022-07-09T23,78180.0,77350.0,76446.0,-904.0
2022-07-10T00,77009.0,76367.0,75464.0,-903.0
2022-07-10T01,74515.0,74690.0,73845.0,-845.0
2022-07-10T02,71320.0,71477.0,70676.0,-800.0
2022-07-10T03,68788.0,68966.0,68165.0,-800.0
2022-07-10T04,65094.0,65428.0,64638.0,-791.0
2022-07-10T05,61313.0,61599.0,60817.0,-782.0
2022-07-10T06,58440.0,57842.0,57062.0,-779.0
2022-07-10T07,55478.0,54547.0,53748.0,-799.0
2022-07-10T08,52909.0,51993.0,51194.0,-799.0
2022-07-10T09,50907.0,50154.0,49354.0,-799.0
2022-07-10T10,49407.0,48756.0,47943.0,-814.0
2022-07-10T11,48316.0,47681.0,46867.0,-814.0
2022-07-10T12,47186.0,46934.0,46124.0,-811.0
2022-07-10T13,47309.0,47148.0,46549.0,-598.0
2022-07-10T14,50647.0,50319.0,50012.0,-306.0
2022-07-10T15,55761.0,54981.0,54698.0,-282.0
2022-07-10T16,61068.0,59817.0,59293.0,-522.0
2022-07-10T17,66155.0,64623.0,63750.0,-873.0
2022-07-10T18,70559.0,69100.0,68223.0,-877.0
2022-07-10T19,73841.0,72658.0,71784.0,-874.0
2022-07-10T20,76226.0,74808.0,73935.0,-873.0
2022-07-10T21,77452.0,76203.0,75350.0,-854.0
2022-07-10T22,78078.0,77192.0,76338.0,-853.0
2022-07-10T23,78178.0,77284.0,76431.0,-853.0
2022-07-11T00,77494.0,76646.0,75793.0,-853.0
2022-07-11T01,75850.0,74863.0,74010.0,-853.0
2022-07-11T02,73052.0,72044.0,71215.0,-828.0
2022-07-11T03,70672.0,69550.0,68735.0,-813.0
2022-07-11T04,66639.0,65753.0,64954.0,-799.0
2022-07-11T05,62216.0,61482.0,60698.0,-784.0
2022-07-11T06,57608.0,57774.0,57039.0,-735.0
2022-07-11T07,54390.0,54927.0,54114.0,-813.0
2022-07-11T08,51698.0,52631.0,51817.0,-815.0
2022-07-11T09,50076.0,51406.0,50592.0,-815.0
2022-07-11T10,49357.0,50713.0,49899.0,-814.0
2022-07-11T11,49662.0,50910.0,50096.0,-813.0
2022-07-11T12,50416.0,51250.0,50439.0,-813.0
2022-07-11T13,51367.0,52134.0,51530.0,-611.0
2022-07-11T14,54510.0,54713.0,54336.0,-375.0
2022-07-11T15,59241.0,58652.0,58284.0,-367.0
2022-07-11T16,64526.0,63508.0,63029.0,-477.0
2022-07-11T17,69706.0,68411.0,67606.0,-803.0
2022-07-11T18,74140.0,72344.0,71529.0,-815.0
2022-07-11T19,77649.0,75192.0,74378.0,-815.0
2022-07-11T20,79887.0,77216.0,76408.0,-808.0
2022-07-11T21,80510.0,77997.0,77273.0,-725.0
2022-07-11T22,80520.0,78265.0,77542.0,-723.0
2022-07-11T23,80047.0,78018.0,77205.0,-813.0
2022-07-12T00,79142.0,77533.0,76742.0,-791.0
2022-07-12T01,77323.0,75799.0,75009.0,-790.0
2022-07-12T02,74432.0,72847.0,72057.0,-790.0
2022-07-12T03,71788.0,70181.0,69392.0,-789.0
2022-07-12T04,67502.0,66205.0,65487.0,-718.0
2022-07-12T05,62973.0,61774.0,60988.0,-787.0
2022-07-12T06,58461.0,57989.0,57250.0,-739.0
2022-07-12T07,55264.0,54749.0,53987.0,-761.0
2022-07-12T08,52583.0,52318.0,51545.0,-772.0
2022-07-12T09,50932.0,50741.0,49963.0,-779.0
2022-07-12T10,50166.0,49946.0,49132.0,-814.0
2022-07-12T11,50452.0,50066.0,49251.0,-814.0
2022-07-12T12,51233.0,50541.0,49731.0,-810.0
2022-07-12T13,52018.0,51521.0,50954.0,-567.0
2022-07-12T14,54848.0,54281.0,54038.0,-242.0
2022-07-12T15,59219.0,58436.0,58270.0,-165.0
2022-07-12T16,64155.0,63331.0,63090.0,-240.0
2022-07-12T17,69012.0,68017.0,67360.0,-657.0
2022-07-12T18,73202.0,72137.0,71340.0,-797.0
2022-07-12T19,76707.0,75734.0,74994.0,-741.0
2022-07-12T20,79056.0,77573.0,76758.0,-814.0
2022-07-12T21,79854.0,78226.0,77411.0,-815.0
2022-07-12T22,80058.0,78401.0,77586.0,-815.0
2022-07-12T23,79752.0,77651.0,76837.0,-815.0
2022-07-13T00,78813.0,76311.0,75497.0,-815.0
2022-07-13T01,76935.0,74122.0,73309.0,-813.0
2022-07-13T02,74016.0,71307.0,70540.0,-767.0
2022-07-13T03,71446.0,68846.0,68084.0,-761.0
2022-07-13T04,67023.0,64704.0,63951.0,-752.0
2022-07-13T05,62562.0,60401.0,59650.0,-751.0
2022-07-13T06,57621.0,56346.0,55585.0,-761.0
2022-07-13T07,54194.0,53164.0,52379.0,-784.0
2022-07-13T08,51499.0,50712.0,49922.0,-789.0
2022-07-13T09,49921.0,49164.0,48369.0,-795.0
2022-07-13T10,49179.0,48520.0,47706.0,-814.0
2022-07-13T11,49535.0,48720.0,47906.0,-814.0
2022-07-13T12,50361.0,49768.0,48958.0,-810.0
2022-07-13T13,51122.0,50557.0,50051.0,-505.0
2022-07-13T14,53966.0,53510.0,53253.0,-257.0
2022-07-13T15,58330.0,57575.0,57347.0,-226.0
2022-07-13T16,63340.0,62642.0,62337.0,-304.0
2022-07-13T17,68225.0,67577.0,66794.0,-784.0
2022-07-13T18,72406.0,71626.0,70811.0,-815.0
2022-07-13T19,75848.0,74852.0,74038.0,-815.0
2022-07-13T20,78235.0,77163.0,76348.0,-815.0
2022-07-13T21,79284.0,78005.0,77191.0,-815.0
2022-07-13T22,79544.0,78292.0,77478.0,-814.0
2022-07-13T23,79174.0,77710.0,76896.0,-814.0
2022-07-14T00,77874.0,76279.0,75465.0,-814.0
2022-07-14T01,75561.0,74458.0,73667.0,-791.0
2022-07-14T02,72659.0,71984.0,71205.0,-779.0
2022-07-14T03,70019.0,69786.0,69012.0,-774.0
2022-07-14T04,65493.0,65949.0,65175.0,-774.0
2022-07-14T05,60864.0,61685.0,60915.0,-769.0
2022-07-14T06,55918.0,57853.0,57077.0,-775.0
2022-07-14T07,52429.0,54735.0,53940.0,-794.0
2022-07-14T08,49708.0,52277.0,51483.0,-794.0
2022-07-14T09,48109.0,50781.0,49986.0,-795.0
2022-07-14T10,47412.0,49823.0,49008.0,-814.0
2022-07-14T11,47874.0,49944.0,49130.0,-813.0
2022-07-14T12,48914.0,50551.0,49738.0,-814.0
2022-07-14T13,49703.0,51312.0,50505.0,-807.0
2022-07-14T14,52584.0,53730.0,53460.0,-268.0
2022-07-14T15,56975.0,57372.0,57122.0,-250.0
2022-07-14T16,62081.0,61366.0,61111.0,-254.0
2022-07-14T17,67073.0,64751.0,63991.0,-760.0
2022-07-14T18,71437.0,67286.0,66473.0,-813.0
2022-07-14T19,75006.0,68673.0,68050.0,-623.0
2022-07-14T20,77408.0,69322.0,68805.0,-518.0
2022-07-14T21,78411.0,69766.0,69287.0,-479.0
2022-07-14T22,78380.0,70226.0,69945.0,-280.0
2022-07-14T23,77378.0,69322.0,69118.0,-204.0
2022-07-15T00,75433.0,67255.0,67110.0,-145.0
